SGDID	GeneID	Alias	GO Term
YOR205C	GEP3	GEP3,AIM40,FMP38,MTG3	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005743,GO:0030490,SO:0000704
YOR206W	NOC2	NOC2	GO:0003729,GO:0005634,GO:0005634,GO:0005654,GO:0005739,GO:0005739,GO:0030687,GO:0030690,GO:0030691,GO:0042273,GO:0042273,SO:0000704
YOR207C	RET1	RET1,C128,PDS2,RPC128,RPC2	GO:0001056,GO:0005666,GO:0005666,GO:0042797,GO:0042797,SO:0000704
YOR208W	PTP2	PTP2	GO:0000754,GO:0004725,GO:0005634,GO:0035335,GO:0035335,GO:0035335,GO:0035335,GO:0043937,GO:0051457,GO:0071507,GO:0071852,GO:0071852,GO:1903138,GO:1903138,SO:0000704
YOR209C	NPT1	NPT1	GO:0000183,GO:0004516,GO:0005634,GO:0019358,GO:0031509,SO:0000704
YOR210W	RPB10	RPB10,ABC10-beta	GO:0001054,GO:0001055,GO:0001056,GO:0003968,GO:0005665,GO:0005665,GO:0005666,GO:0005666,GO:0005666,GO:0005736,GO:0005736,GO:0006360,GO:0006360,GO:0006360,GO:0006366,GO:0006383,GO:0008270,GO:0042797,SO:0000704
YOR211C	MGM1	MGM1,MNA1	GO:0000002,GO:0001786,GO:0003924,GO:0003924,GO:0005739,GO:0005739,GO:0005741,GO:0005758,GO:0007005,GO:0008053,GO:0008053,GO:0015886,GO:0030061,GO:0031304,GO:0031314,GO:0042407,GO:0061025,GO:0070300,GO:0080025,GO:0097002,GO:0097002,GO:1901612,SO:0000704
YOR212W	STE4	STE4,HMD2	GO:0000750,GO:0000750,GO:0001403,GO:0001965,GO:0005515,GO:0005834,GO:0005834,GO:0005886,GO:0005937,GO:0010525,GO:0019901,GO:0019901,GO:0031267,GO:0031267,GO:0031680,GO:0031680,GO:0031680,GO:0031680,GO:0031682,GO:0031682,GO:0043577,GO:0043577,GO:0061951,GO:0097110,GO:0120171,GO:0120171,GO:1903260,SO:0000704
YOR213C	SAS5	SAS5	GO:0000781,GO:0000785,GO:0004402,GO:0016407,GO:0031509,GO:0033255,GO:0033255,SO:0000704
YOR214C	SPR2	SPR2	GO:0000324,GO:0003674,GO:0008150,GO:0009277,SO:0000704
YOR215C	AIM41	AIM41	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YOR216C	RUD3	RUD3,GRP1	GO:0000139,GO:0005794,GO:0005794,GO:0006888,GO:0006888,GO:0051020,SO:0000704
YOR217W	RFC1	RFC1,CDC44	GO:0000278,GO:0000278,GO:0000278,GO:0003689,GO:0005663,GO:0006272,GO:0006281,GO:0006298,SO:0000704
YOR218C	YOR218C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR219C	STE13	STE13,YCI1	GO:0004177,GO:0005802,GO:0007323,GO:0007323,SO:0000704
YOR220W	RCN2	RCN2	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YOR221C	MCT1	MCT1	GO:0004314,GO:0005739,GO:0005739,GO:0005739,GO:0006631,SO:0000704
YOR222W	ODC2	ODC2	GO:0005310,GO:0005739,GO:0005739,GO:0005743,GO:0006839,SO:0000704
YOR223W	DSC3	DSC3	GO:0000328,GO:0003674,GO:0005783,GO:0008150,GO:0044695,SO:0000704
YOR224C	RPB8	RPB8,ABC14.5	GO:0001054,GO:0001055,GO:0001056,GO:0003968,GO:0005665,GO:0005665,GO:0005665,GO:0005666,GO:0005666,GO:0005736,GO:0005736,GO:0006360,GO:0006360,GO:0006366,GO:0006383,GO:0006383,GO:0042797,SO:0000704
YOR225W	YOR225W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR226C	ISU2	ISU2,NUA2	GO:0002098,GO:0003674,GO:0005759,GO:0005759,GO:0006879,GO:0016226,GO:0016226,SO:0000704
YOR227W	HER1	HER1	GO:0003674,GO:0005737,GO:0005739,GO:0005739,GO:0007029,SO:0000704
YOR228C	MCP1	MCP1	GO:0003674,GO:0005739,GO:0005741,GO:0005741,GO:0007005,GO:0032592,GO:0055088,SO:0000704
YOR229W	WTM2	WTM2	GO:0000981,GO:0000981,GO:0003714,GO:0005515,GO:0005634,GO:0005634,GO:0005829,GO:0006974,GO:0010674,GO:0031503,GO:0045944,GO:0045944,GO:0045944,GO:0061186,SO:0000704
YOR230W	WTM1	WTM1	GO:0003714,GO:0005515,GO:0005634,GO:0005634,GO:0006606,GO:0006606,GO:0010674,GO:0045944,GO:0045944,GO:0045944,GO:0051457,GO:0061186,SO:0000704
YOR231W	MKK1	MKK1,SSP32	GO:0000196,GO:0004672,GO:0004708,GO:0005737,GO:0005934,GO:0005934,GO:0005935,GO:0005935,GO:0006468,GO:0006468,GO:0007165,GO:0030242,GO:0043332,GO:0060237,SO:0000704
YOR231C-A	YOR231C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR232W	MGE1	MGE1,GRPE,YGE1	GO:0000774,GO:0000774,GO:0000774,GO:0001405,GO:0001405,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0030150,GO:0042026,SO:0000704
YOR233W	KIN4	KIN4,KIN3,KIN31	GO:0004672,GO:0004674,GO:0004674,GO:0004674,GO:0005816,GO:0005935,GO:0005938,GO:0006468,GO:0006468,GO:0031578,GO:0031578,GO:0071988,SO:0000704
YOR234C	RPL33B	RPL33B,L33B,L33e,L37B,RPL37B,Yl37,eL33,rp47	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YOR235W	IRC13	IRC13	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR236W	DFR1	DFR1	GO:0003729,GO:0004146,GO:0004146,GO:0004146,GO:0005737,GO:0005739,GO:0005829,GO:0005829,GO:0005829,GO:0046452,GO:0046654,SO:0000704
YOR237W	HES1	HES1,OSH5	GO:0000329,GO:0005935,GO:0006887,GO:0006897,GO:0008142,GO:0008142,GO:0008289,GO:0015918,GO:0015918,GO:0015918,GO:0030011,GO:0034727,GO:0120015,SO:0000704
YOR238W	YOR238W	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YOR239W	ABP140	ABP140,TRM140,YOR240W	GO:0005884,GO:0030488,GO:0030488,GO:0030674,GO:0032432,GO:0043332,GO:0051015,GO:0052735,GO:0052735,GO:0052735,SO:0000704
YOR241W	MET7	MET7,MET23	GO:0004326,GO:0005737,GO:0005739,GO:0005783,GO:0006730,SO:0000704
YOR242C	SSP2	SSP2	GO:0005619,GO:0005628,GO:0005634,GO:0030295,GO:0030437,GO:0030476,GO:0031954,GO:0031954,SO:0000704
YOR243C	PUS7	PUS7	GO:0000455,GO:0005634,GO:0005634,GO:0005737,GO:0009982,GO:0009982,GO:0009982,GO:0031119,GO:0031120,GO:0031120,GO:0031120,GO:1990481,GO:1990481,SO:0000704
YOR244W	ESA1	ESA1,KAT5,TAS1	GO:0000183,GO:0000183,GO:0000785,GO:0003712,GO:0004402,GO:0004402,GO:0006281,GO:0006281,GO:0006281,GO:0006354,GO:0006354,GO:0006357,GO:0010485,GO:0016239,GO:0016573,GO:0016573,GO:0018394,GO:0032777,GO:0032968,GO:0032968,GO:0034212,GO:0035267,GO:0035267,GO:0051726,GO:0140068,SO:0000704
YOR245C	DGA1	DGA1	GO:0004144,GO:0004144,GO:0005783,GO:0005811,GO:0005811,GO:0006672,GO:0006672,GO:0016021,GO:0016021,GO:0019432,GO:0019432,GO:0019915,GO:0035356,SO:0000704
YOR246C	ENV9	ENV9	GO:0005739,GO:0005811,GO:0005811,GO:0006624,GO:0007033,GO:0016491,GO:0034389,SO:0000704
YOR247W	SRL1	SRL1	GO:0000324,GO:0003674,GO:0005737,GO:0005934,GO:0006139,GO:0009277,GO:0031505,GO:0071944,SO:0000704
YOR248W	YOR248W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR249C	APC5	APC5,RMC1	GO:0005634,GO:0005680,GO:0016567,GO:0031145,GO:0031497,GO:0061630,SO:0000704
YOR250C	CLP1	CLP1	GO:0003723,GO:0005849,GO:0006378,GO:0031124,GO:0098789,SO:0000704
YOR251C	TUM1	TUM1	GO:0002098,GO:0002143,GO:0002143,GO:0004792,GO:0004792,GO:0005737,GO:0005739,SO:0000704
YOR252W	TMA16	TMA16	GO:0003674,GO:0005634,GO:0008150,SO:0000704
YOR253W	NAT5	NAT5,ARD2,NAA50,ROG2	GO:0004596,GO:0004596,GO:0006474,GO:0006474,GO:0006474,GO:0031415,SO:0000704
YOR254C	SEC63	SEC63,PTL1	GO:0005739,GO:0005739,GO:0005783,GO:0005783,GO:0005783,GO:0006614,GO:0006620,GO:0008320,GO:0008320,GO:0031204,GO:0031207,GO:0046967,SO:0000704
YOR255W	OSW1	OSW1	GO:0003674,GO:0005628,GO:0030437,GO:0030476,SO:0000704
YOR256C	TRE2	TRE2	GO:0003674,GO:0005575,GO:0043328,SO:0000704
YOR257W	CDC31	CDC31,DSK1,centrin	GO:0003674,GO:0005825,GO:0030474,GO:0043161,GO:0043549,GO:0070390,SO:0000704
YOR258W	HNT3	HNT3	GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0006974,GO:0006974,GO:0033699,SO:0000704
YOR259C	RPT4	RPT4,CRL13,PCS1,SUG2	GO:0005634,GO:0006289,GO:0008540,GO:0008540,GO:0016887,GO:0019904,GO:0030433,GO:0031625,GO:0032968,GO:0045899,GO:0070682,SO:0000704
YOR260W	GCD1	GCD1,TRA3	GO:0003743,GO:0003743,GO:0003743,GO:0005085,GO:0005085,GO:0005085,GO:0005829,GO:0005851,GO:0006446,GO:0006446,GO:0006446,GO:0006446,GO:0006446,GO:0006446,GO:0032045,GO:0032045,GO:0032045,GO:1903574,SO:0000704
YOR261C	RPN8	RPN8	GO:0005515,GO:0006511,GO:0006511,GO:0008541,GO:0008541,GO:0034515,SO:0000704
YOR262W	GPN2	GPN2	GO:0003924,GO:0005737,GO:0005737,GO:0006606,GO:0034087,SO:0000704
YOR263C	YOR263C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR264W	DSE3	DSE3	GO:0003674,GO:0005634,GO:0005737,GO:0005935,GO:0005935,GO:0008150,SO:0000704
YOR265W	RBL2	RBL2	GO:0005737,GO:0007021,GO:0007021,GO:0015631,GO:0048487,SO:0000704
YOR266W	PNT1	PNT1	GO:0003674,GO:0005739,GO:0005739,GO:0031305,GO:0032979,GO:0032979,GO:0032979,SO:0000704
YOR267C	HRK1	HRK1	GO:0004672,GO:0004674,GO:0005737,GO:0006468,GO:0006873,SO:0000704
YOR268C	YOR268C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR269W	PAC1	PAC1,LIS1	GO:0005634,GO:0005737,GO:0005881,GO:0005881,GO:0030473,GO:0051010,GO:1903033,SO:0000704
YOR270C	VPH1	VPH1	GO:0000220,GO:0000324,GO:0000329,GO:0000329,GO:0000329,GO:0000329,GO:0006797,GO:0007035,GO:0034622,GO:0034622,GO:0045121,GO:0046961,GO:0046961,GO:0071474,GO:0080025,SO:0000704
YOR271C	FSF1	FSF1	GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0071454,SO:0000704
YOR272W	YTM1	YTM1,CST14	GO:0003674,GO:0005634,GO:0005730,GO:0030687,GO:0030687,GO:0042273,GO:0051276,GO:0070545,GO:0070545,GO:0110136,SO:0000704
YOR273C	TPO4	TPO4	GO:0000296,GO:0000297,GO:0000329,GO:0005886,GO:0015606,GO:0015848,GO:0071944,SO:0000704
YOR274W	MOD5	MOD5,[MOD+]	GO:0000049,GO:0005634,GO:0005730,GO:0005739,GO:0005739,GO:0005739,GO:0005829,GO:0006400,GO:0006400,GO:0052381,GO:0052381,GO:0061587,SO:0000704
YOR275C	RIM20	RIM20	GO:0001403,GO:0001403,GO:0003674,GO:0005634,GO:0005737,GO:0005886,GO:0006508,GO:0009268,GO:0016485,GO:0016485,GO:0030435,SO:0000704
YOR276W	CAF20	CAF20,CAF2,CAP20,p20	GO:0005737,GO:0008190,GO:0010606,GO:0017148,GO:0017148,GO:0045727,SO:0000704
YOR277C	YOR277C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR278W	HEM4	HEM4,SLU2	GO:0004852,GO:0004852,GO:0005575,GO:0006783,GO:0006783,SO:0000704
YOR279C	RFM1	RFM1	GO:0000118,GO:0000122,GO:0030674,GO:0032298,SO:0000704
YOR280C	FSH3	FSH3	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR281C	PLP2	PLP2	GO:0003779,GO:0003779,GO:0005737,GO:0006457,GO:0007329,GO:0031683,SO:0000704
YOR282W	YOR282W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR283W	YOR283W	-	GO:0005634,GO:0005737,GO:0016311,GO:0016791,GO:0016791,SO:0000704
YOR284W	HUA2	HUA2	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YOR285W	RDL1	RDL1	GO:0004792,GO:0005739,GO:0005739,GO:0005739,GO:0005741,GO:0005783,GO:0008150,SO:0000704
YOR286W	RDL2	RDL2,AIM42	GO:0004792,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YOR287C	RRP36	RRP36	GO:0000462,GO:0000469,GO:0003674,GO:0005730,GO:0030686,GO:0042274,SO:0000704
YOR288C	MPD1	MPD1	GO:0000324,GO:0003756,GO:0003756,GO:0003756,GO:0003756,GO:0005515,GO:0005783,GO:0006457,GO:0015035,GO:0015035,GO:0015035,GO:0019153,SO:0000704
YOR289W	YOR289W	-	GO:0003674,GO:0005634,GO:0005737,GO:0008150,SO:0000704
YOR290C	SNF2	SNF2,GAM1,HAF1,SWI2,TYE3	GO:0000182,GO:0005634,GO:0005634,GO:0005634,GO:0006261,GO:0006302,GO:0006338,GO:0006338,GO:0006338,GO:0006338,GO:0006979,GO:0016514,GO:0016514,GO:0016514,GO:0016514,GO:0016514,GO:0031492,GO:0031496,GO:0035973,GO:0042148,GO:0042766,GO:0042766,GO:0042766,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0045944,GO:0061412,GO:0061629,GO:0070577,GO:0070577,GO:0140658,GO:0140658,GO:0140658,GO:0140658,GO:1900189,GO:2000219,SO:0000704
YOR291W	YPK9	YPK9	GO:0000329,GO:0000329,GO:0015662,GO:0055085,GO:1990816,SO:0000704
YOR292C	YOR292C	-	GO:0000324,GO:0003674,GO:0008150,SO:0000704
YOR293W	RPS10A	RPS10A,S10A,S10e,eS10	GO:0002181,GO:0003735,GO:0006407,GO:0022627,SO:0000704
YOR293C-A	YOR293C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR294W	RRS1	RRS1	GO:0000055,GO:0000447,GO:0003674,GO:0005654,GO:0005730,GO:0030687,GO:0030687,GO:0034399,GO:0042273,SO:0000704
YOR295W	UAF30	UAF30	GO:0000500,GO:0001165,GO:0001181,GO:0005730,GO:0006325,GO:0042790,GO:0042790,SO:0000704
YOR296W	YOR296W	-	GO:0003674,GO:0005737,GO:0008150,SO:0000704
YOR297C	TIM18	TIM18	GO:0005739,GO:0006915,GO:0006970,GO:0008320,GO:0034599,GO:0042721,GO:0042721,GO:0045039,GO:0046685,SO:0000704
YOR298W	MUM3	MUM3	GO:0005575,GO:0008654,GO:0016746,GO:0030476,SO:0000704
YOR298C-A	MBF1	MBF1,SUF13	GO:0003713,GO:0005634,GO:0005739,GO:0005739,GO:0005739,GO:0045944,SO:0000704
YOR299W	BUD7	BUD7	GO:0000282,GO:0003674,GO:0006893,GO:0030136,GO:0030140,GO:0034044,GO:0034221,SO:0000704
YOR300W	YOR300W	-	GO:0000282,GO:0003674,GO:0005575,GO:0030447,SO:0000704
YOR301W	RAX1	RAX1	GO:0000324,GO:0003674,GO:0005621,GO:0005621,GO:0005935,GO:0005935,GO:0007120,GO:0007121,GO:0007121,GO:0034613,SO:0000704
YOR302W	YOR302W	-	GO:0005829,GO:0006417,GO:0045182,SO:0000704
YOR303W	CPA1	CPA1	GO:0004088,GO:0004088,GO:0005737,GO:0005951,GO:0006526,GO:0010494,SO:0000704
YOR304W	ISW2	ISW2	GO:0000183,GO:0003682,GO:0003697,GO:0005634,GO:0005880,GO:0006338,GO:0006338,GO:0006338,GO:0006369,GO:0008623,GO:0015616,GO:0016584,GO:0016584,GO:0019237,GO:0031509,GO:0046020,GO:0060195,SO:0000704
YOR304C-A	BIL1	BIL1	GO:0003674,GO:0005737,GO:0005933,GO:0005934,GO:0005935,GO:0005935,GO:0043332,GO:0051017,SO:0000704
YOR305W	RRG7	RRG7	GO:0003674,GO:0005739,GO:0008150,SO:0000704
YOR306C	MCH5	MCH5	GO:0005886,GO:0032217,GO:0032218,SO:0000704
YOR307C	SLY41	SLY41	GO:0003674,GO:0005783,GO:0005783,GO:0006888,SO:0000704
YOR308C	SNU66	SNU66	GO:0000398,GO:0000398,GO:0000481,GO:0000481,GO:0003674,GO:0046540,GO:0046540,SO:0000704
YOR309C	YOR309C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR310C	NOP58	NOP58,NOP5	GO:0000447,GO:0000472,GO:0000480,GO:0003729,GO:0005730,GO:0030686,GO:0031428,GO:0031428,GO:0031428,GO:0032040,SO:0000704
YOR311C	DGK1	DGK1,HSD1	GO:0004143,GO:0004143,GO:0005783,GO:0006654,GO:0006654,GO:0030176,GO:2001210,SO:0000704
YOR312C	RPL20B	RPL20B,L18B,L20B,L20e,RPL18A1,eL20	GO:0002181,GO:0003735,GO:0022625,SO:0000704
YOR313C	SPS4	SPS4	GO:0003674,GO:0005811,GO:0030437,SO:0000704
YOR314W	YOR314W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR314W-A	YOR314W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR315W	SFG1	SFG1	GO:0000278,GO:0003674,GO:0005634,GO:0005634,GO:0005737,GO:0007124,GO:0007124,SO:0000704
YOR316C	COT1	COT1	GO:0000324,GO:0000329,GO:0000329,GO:0000329,GO:0005385,GO:0005739,GO:0005739,GO:0006824,GO:0006829,GO:0006882,GO:0015087,GO:0045121,SO:0000704
YOR316C-A	YOR316C-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR317W	FAA1	FAA1	GO:0004467,GO:0004467,GO:0004467,GO:0004467,GO:0005739,GO:0005739,GO:0005739,GO:0005741,GO:0005783,GO:0005783,GO:0005811,GO:0005811,GO:0005886,GO:0005886,GO:0031956,GO:0035336,GO:0035336,GO:0044539,GO:0044539,GO:0044539,GO:0044539,GO:1905329,GO:1905329,SO:0000704
YOR318C	YOR318C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR319W	HSH49	HSH49	GO:0000398,GO:0000398,GO:0003723,GO:0005686,GO:0005686,GO:0071004,SO:0000704
YOR320C	GNT1	GNT1	GO:0005797,GO:0006487,GO:0008375,SO:0000704
YOR321W	PMT3	PMT3	GO:0004169,GO:0005783,GO:0006493,GO:0035269,GO:0097583,GO:0097585,SO:0000704
YOR322C	LDB19	LDB19,ART1	GO:0000138,GO:0002092,GO:0002092,GO:0005737,GO:0005737,GO:0005794,GO:0005829,GO:0005829,GO:0005886,GO:0005886,GO:0030136,GO:0031625,GO:0031625,GO:0031625,GO:0070086,GO:0070086,GO:0070086,SO:0000704
YOR323C	PRO2	PRO2	GO:0004350,GO:0005634,GO:0005737,GO:0005737,GO:0005739,GO:0006561,SO:0000704
YOR324C	FRT1	FRT1,HPH1	GO:0003674,GO:0005783,GO:0005783,GO:0005783,GO:0031204,GO:0071469,GO:0071472,SO:0000704
YOR325W	YOR325W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR326W	MYO2	MYO2,CDC66	GO:0000001,GO:0000001,GO:0000001,GO:0000001,GO:0000011,GO:0000011,GO:0000011,GO:0000131,GO:0000132,GO:0000132,GO:0000146,GO:0000329,GO:0005515,GO:0005516,GO:0005934,GO:0005935,GO:0006904,GO:0007107,GO:0007107,GO:0007118,GO:0009826,GO:0016192,GO:0030050,GO:0030050,GO:0030133,GO:0031941,GO:0031982,GO:0032432,GO:0034993,GO:0043332,GO:0043332,GO:0045033,GO:0045033,GO:0048313,GO:0051015,GO:0071563,SO:0000704
YOR327C	SNC2	SNC2	GO:0005484,GO:0005768,GO:0005802,GO:0005933,GO:0006887,GO:0006893,GO:0006897,GO:0006906,GO:0030658,GO:0031201,GO:0071944,SO:0000704
YOR328W	PDR10	PDR10	GO:0000324,GO:0005886,GO:0042626,GO:0071944,GO:1990414,GO:1990961,SO:0000704
YOR329C	SCD5	SCD5,FTB1,SCD7	GO:0005634,GO:0008157,GO:0008157,GO:0009306,GO:0030479,GO:0030866,GO:0030866,GO:2000370,GO:2000370,SO:0000704
YOR329W-A	YOR329W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR330C	MIP1	MIP1	GO:0000002,GO:0003887,GO:0005739,GO:0005739,GO:0005739,GO:0006264,GO:0006264,GO:0008408,GO:0032043,SO:0000704
YOR331C	YOR331C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR332W	VMA4	VMA4	GO:0000221,GO:0000329,GO:0000329,GO:0000329,GO:0000329,GO:0007035,GO:0007035,GO:0045121,GO:0046961,GO:0046961,SO:0000704
YOR333C	YOR333C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR334W	MRS2	MRS2	GO:0005739,GO:0005743,GO:0015095,GO:0015095,GO:0045016,GO:0045016,SO:0000704
YOR335C	ALA1	ALA1,CDC64	GO:0004813,GO:0005737,GO:0005737,GO:0005737,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006419,SO:0000704
YOR335W-A	YOR335W-A	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR336W	KRE5	KRE5	GO:0003980,GO:0005783,GO:0005783,GO:0070880,SO:0000704
YOR337W	TEA1	TEA1	GO:0003677,GO:0006368,GO:0043565,GO:0051285,SO:0000704
YOR338W	YOR338W	-	GO:0003674,GO:0005575,GO:0030437,GO:0045944,SO:0000704
YOR339C	UBC11	UBC11	GO:0000209,GO:0004842,GO:0005515,GO:0005737,GO:0006513,SO:0000704
YOR340C	RPA43	RPA43,A43	GO:0001054,GO:0005736,GO:0005736,GO:0006360,GO:0042790,SO:0000704
YOR341W	RPA190	RPA190,A190,RRN1	GO:0001054,GO:0001054,GO:0005730,GO:0005736,GO:0005736,GO:0006360,GO:0042790,GO:0042790,GO:1990841,SO:0000704
YOR342C	YOR342C	-	GO:0003674,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0008150,SO:0000704
YOR343C	YOR343C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR344C	TYE7	TYE7,SGC1	GO:0000785,GO:0003700,GO:0006368,GO:0043565,GO:0045821,GO:0045821,SO:0000704
YOR345C	YOR345C	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR346W	REV1	REV1	GO:0000785,GO:0003887,GO:0005634,GO:0005657,GO:0005737,GO:0005739,GO:0017125,GO:0042276,GO:0042276,GO:0042276,GO:0070987,GO:0070987,SO:0000704
YOR347C	PYK2	PYK2	GO:0004743,GO:0005737,GO:0005739,GO:0006090,GO:1904408,SO:0000704
YOR348C	PUT4	PUT4	GO:0005886,GO:0015175,GO:0015193,GO:0015193,GO:0015804,GO:0015812,GO:0015812,GO:0015824,SO:0000704
YOR349W	CIN1	CIN1	GO:0005575,GO:0006457,GO:0006457,GO:0007021,GO:0007021,GO:0048487,SO:0000704
YOR350C	MNE1	MNE1	GO:0000372,GO:0003674,GO:0005737,GO:0005739,GO:0005759,GO:0090615,GO:1990904,SO:0000704
YOR351C	MEK1	MEK1,MRE4	GO:0004672,GO:0004674,GO:0004674,GO:0004674,GO:0005634,GO:0005634,GO:0006468,GO:0006468,GO:0006468,GO:0051321,GO:0051598,SO:0000704
YOR352W	TFB6	TFB6	GO:0003674,GO:0005634,GO:0005675,GO:0005675,GO:0005737,GO:0008150,SO:0000704
YOR353C	SOG2	SOG2	GO:0000131,GO:0000920,GO:0003674,GO:0005737,GO:0005933,GO:0007118,GO:0007165,GO:0043332,SO:0000704
YOR354C	MSC6	MSC6	GO:0003729,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0005759,GO:0007131,SO:0000704
YOR355W	GDS1	GDS1	GO:0005634,GO:0005634,GO:0005737,GO:0005739,GO:0005739,GO:0009060,GO:0043967,GO:0062060,SO:0000704
YOR356W	CIR2	CIR2	GO:0003674,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0008150,SO:0000704
YOR357C	SNX3	SNX3,GRD19	GO:0000329,GO:0005768,GO:0005829,GO:0008104,GO:0032266,GO:0034499,SO:0000704
YOR358W	HAP5	HAP5	GO:0000436,GO:0000978,GO:0001228,GO:0016602,GO:0016602,GO:0043457,SO:0000704
YOR359W	VTS1	VTS1,[VTS1+]	GO:0000289,GO:0000289,GO:0000932,GO:0000956,GO:0000956,GO:0003723,GO:0003723,GO:0005634,GO:0005829,GO:0032079,GO:0032079,GO:0070336,SO:0000704
YOR360C	PDE2	PDE2,SRA5	GO:0004115,GO:0005634,GO:0005737,GO:0007189,SO:0000704
YOR361C	PRT1	PRT1,CDC63,DNA26	GO:0002183,GO:0003743,GO:0003743,GO:0005852,GO:0005852,GO:0005852,GO:0006413,GO:0006413,GO:0010494,GO:0010494,GO:0010494,GO:0033290,GO:0043614,GO:0043614,SO:0000704
YOR362C	PRE10	PRE10	GO:0003729,GO:0005634,GO:0005737,GO:0010499,GO:0019773,GO:0034515,GO:0042175,GO:0043161,GO:0043161,SO:0000704
YOR363C	PIP2	PIP2,OAF2	GO:0000978,GO:0000978,GO:0001228,GO:0001228,GO:0001228,GO:0032000,GO:0032000,GO:0061429,GO:0061429,GO:0061429,GO:0061429,GO:0089716,GO:0089716,SO:0000704
YOR364W	YOR364W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR365C	YOR365C	-	GO:0005575,GO:0030148,SO:0000704
YOR366W	YOR366W	-	GO:0003674,GO:0005575,GO:0008150,SO:0000704
YOR367W	SCP1	SCP1	GO:0007015,GO:0030479,GO:0030674,GO:0051015,SO:0000704
YOR368W	RAD17	RAD17	GO:0000077,GO:0003690,GO:0005634,GO:0006302,GO:0007131,GO:0030896,GO:0030896,SO:0000704
YOR369C	RPS12	RPS12,S12,S12e,eS12	GO:0002181,GO:0003735,GO:0022627,SO:0000704
YOR370C	MRS6	MRS6,MSI4	GO:0004663,GO:0004663,GO:0005634,GO:0005634,GO:0005737,GO:0005737,GO:0005829,GO:0005968,GO:0005968,GO:0006612,GO:0006888,GO:0016020,GO:0018344,GO:0031267,GO:0090630,GO:0090630,SO:0000704
YOR371C	GPB1	GPB1,KRH2	GO:0000209,GO:0001403,GO:0001403,GO:0004862,GO:0004862,GO:0005737,GO:0005886,GO:0006511,GO:0006511,GO:0007124,GO:0007124,GO:0010255,GO:0032794,GO:0042326,GO:0046579,GO:0046580,SO:0000704
YOR372C	NDD1	NDD1	GO:0003713,GO:0003713,GO:0005634,GO:0090282,SO:0000704
YOR373W	NUD1	NUD1	GO:0000073,GO:0030953,GO:0031536,GO:0031536,GO:0031536,GO:0035591,GO:0035591,GO:0045132,GO:0051293,GO:0051293,GO:0061499,SO:0000704
YOR374W	ALD4	ALD4,ALD7,ALDH2	GO:0004029,GO:0004029,GO:0004030,GO:0005739,GO:0005739,GO:0005739,GO:0005739,GO:0006067,GO:0006090,GO:0006740,GO:0019413,GO:0042645,SO:0000704
YOR375C	GDH1	GDH1,DHE4,GDH-A,GDHA,URE1	GO:0004354,GO:0004354,GO:0004354,GO:0004354,GO:0004354,GO:0005634,GO:0005737,GO:0006537,GO:0006537,SO:0000704
